Parish,Date,Labor force size,Employment,Unemployment,Unemployment rate,National labor force size,National employment,National unemployment,National unemployment rate
Evangeline,2/1/2018,11965,11318,647,5.4,161778,155197,6581,4.1
Evangeline,3/1/2018,12170,11509,661,5.4,161686,155214,6472,4
Evangeline,4/1/2018,12085,11434,651,5.4,161771,155312,6459,4
Evangeline,5/1/2018,12213,11552,661,5.4,161848,155652,6196,3.8
Evangeline,6/1/2018,12397,11509,888,7.2,162210,155762,6447,4
Evangeline,7/1/2018,12139,11305,834,6.9,162341,156146,6195,3.8
Evangeline,8/1/2018,11933,11225,708,5.9,161660,155504,6156,3.8
Evangeline,9/1/2018,12085,11425,660,5.5,162087,156015,6073,3.7
Evangeline,10/1/2018,12083,11457,626,5.2,162602,156391,6211,3.8
Evangeline,11/1/2018,12060,11461,599,5,162836,156721,6115,3.8
Evangeline,12/1/2018,12042,11454,588,4.9,163206,156817,6389,3.9
Evangeline,1/1/2019,11809,11105,704,6,162963,156487,6475,4
Evangeline,2/1/2019,11823,11206,617,5.2,162999,156863,6136,3.8
Evangeline,3/1/2019,11953,11366,587,4.9,162904,156701,6202,3.8
Evangeline,4/1/2019,11911,11364,547,4.6,162586,156625,5961,3.7
Evangeline,5/1/2019,11955,11330,625,5.2,162751,156821,5930,3.6
Evangeline,6/1/2019,12201,11393,808,6.6,163168,157232,5935,3.6
Evangeline,7/1/2019,11874,11053,821,6.9,163590,157529,6061,3.7
Evangeline,8/1/2019,11784,11039,745,6.3,163774,157829,5945,3.6
Evangeline,9/1/2019,11973,11297,676,5.6,164092,158339,5753,3.5
Evangeline,10/1/2019,11903,11229,674,5.7,164416,158545,5871,3.6
Evangeline,11/1/2019,11787,11123,664,5.6,164496,158629,5868,3.6
Evangeline,12/1/2019,11701,11077,624,5.3,164699,158845,5853,3.6
Evangeline,1/1/2020,11733,11049,684,5.8,164377,158508,5869,3.6
Evangeline,2/1/2020,11769,11228,541,4.6,164467,158714,5753,3.5
Evangeline,3/1/2020,12230,11300,930,7.6,162559,155353,7206,4.4
Evangeline,4/1/2020,11571,10484,1087,9.4,156269,133185,23084,14.8
Evangeline,5/1/2020,11843,10609,1234,10.4,158101,137173,20929,13.2
Evangeline,6/1/2020,11961,10695,1266,10.6,159994,142342,17652,11
Evangeline,7/1/2020,11730,10469,1261,10.8,160132,143779,16352,10.2
Evangeline,8/1/2020,11712,10667,1045,8.9,160706,147245,13461,8.4
Evangeline,9/1/2020,11985,10940,1045,8.7,160174,147620,12554,7.8
Evangeline,10/1/2020,12026,11113,913,7.6,161003,149931,11072,6.9
Evangeline,11/1/2020,11884,11068,816,6.9,160629,149934,10694,6.7
Evangeline,12/1/2020,11894,11075,819,6.9,160745,149975,10770,6.7
Evangeline,1/1/2021,11797,10939,858,7.3,160088,149852,10236,6.4
Evangeline,2/1/2021,11860,11054,806,6.8,160184,150189,9995,6.2
Evangeline,3/1/2021,12147,11402,745,6.1,160400,150644,9756,6.1
Evangeline,4/1/2021,12190,11491,699,5.7,160843,151081,9762,6.1
Evangeline,5/1/2021,12115,11407,708,5.8,160800,151535,9266,5.8
Evangeline,6/1/2021,12269,11434,835,6.8,161197,151734,9462,5.9
Evangeline,7/1/2021,11919,11168,751,6.3,161504,152773,8731,5.4
Evangeline,8/1/2021,11649,10984,665,5.7,161527,153250,8276,5.1
Evangeline,9/1/2021,11925,11353,572,4.8,161495,153843,7652,4.7
Evangeline,10/1/2021,11660,11149,511,4.4,161754,154475,7279,4.5
Evangeline,11/1/2021,11650,11187,463,4,162281,155530,6751,4.2
Evangeline,12/1/2021,11647,11231,416,3.6,162497,156099,6398,3.9
Evangeline,1/1/2022,11780,11241,539,4.6,163627,157115,6512,4
Evangeline,2/1/2022,11867,11379,488,4.1,163899,157598,6301,3.8
Evangeline,3/1/2022,12204,11737,467,3.8,164220,158206,6014,3.7
Evangeline,4/1/2022,12257,11819,438,3.6,163893,157891,6002,3.7
Evangeline,5/1/2022,12174,11708,466,3.8,164362,158378,5983,3.6
Evangeline,6/1/2022,12318,11683,635,5.2,164046,158094,5951,3.6
Evangeline,7/1/2022,11942,11363,579,4.8,164026,158258,5768,3.5
Evangeline,8/1/2022,11762,11233,529,4.5,164654,158735,5919,3.6
Evangeline,9/1/2022,11847,11376,471,4,164602,158810,5792,3.5
Evangeline,10/1/2022,11750,11313,437,3.7,164648,158684,5964,3.6
Evangeline,11/1/2022,11695,11286,409,3.5,164450,158507,5943,3.6
Evangeline,12/1/2022,11730,11320,410,3.5,165025,159259,5766,3.5
Evangeline,1/1/2023,11940,11447,493,4.1,165964,160217,5747,3.5
Evangeline,2/1/2023,11959,11493,466,3.9,166358,160395,5962,3.6
Evangeline,3/1/2023,12129,11685,444,3.7,166651,160812,5839,3.5
Evangeline,4/1/2023,12307,11923,384,3.1,166725,160974,5751,3.4
Evangeline,5/1/2023,12301,11840,461,3.7,166886,160796,6089,3.6
Evangeline,6/1/2023,12335,11753,582,4.7,166937,160979,5958,3.6
Evangeline,7/1/2023,12278,11793,485,4,167103,161183,5920,3.5
Evangeline,8/1/2023,12134,11634,500,4.1,167759,161475,6284,3.7
Evangeline,9/1/2023,12195,11677,518,4.2,167767,161442,6326,3.8
Evangeline,10/1/2023,12166,11664,502,4.1,167690,161211,6479,3.9
Evangeline,11/1/2023,12202,11721,481,3.9,168140,161886,6254,3.7
Evangeline,12/1/2023,12139,11662,477,3.9,167439,161124,6315,3.8
Evangeline,1/1/2024,12296,11747,549,4.5,167339,161190,6149,3.7
Evangeline,2/1/2024,12278,11744,534,4.3,167475,161013,6462,3.9
Evangeline,3/1/2024,12453,11939,514,4.1,167922,161425,6497,3.9
Evangeline,4/1/2024,12558,12076,482,3.8,167988,161495,6492,3.9
Evangeline,5/1/2024,12492,11954,538,4.3,167799,161164,6635,4
Evangeline,6/1/2024,12342,11655,687,5.6,168005,161155,6849,4.1
Evangeline,7/1/2024,12215,11531,684,5.6,168315,161219,7097,4.2
Evangeline,8/1/2024,12057,11405,652,5.4,168496,161425,7071,4.2
Evangeline,9/1/2024,12183,11554,629,5.2,168703,161802,6901,4.1
Evangeline,10/1/2024,12106,11490,616,5.1,168428,161456,6972,4.1
Evangeline,11/1/2024,12006,11406,600,5,168304,161183,7121,4.2
Evangeline,12/1/2024,11964,11406,558,4.7,168547,161661,6886,4.1
Evangeline,1/1/2025,11587,11027,560,4.8,170744,163895,6849,4
Evangeline,2/1/2025,11681,11147,534,4.6,170359,163307,7052,4.1
Franklin,1/1/1990,8614,7631,983,11.4,125833,119081,6752,5.4
Franklin,2/1/1990,8357,7541,816,9.8,125710,119059,6651,5.3
Franklin,3/1/1990,8482,7716,766,9,125801,119203,6598,5.2
Franklin,4/1/1990,8522,7860,662,7.8,125649,118852,6797,5.4
Franklin,5/1/1990,8832,8140,692,7.8,125893,119151,6742,5.4
Franklin,6/1/1990,9082,8297,785,8.6,125573,118983,6590,5.2
Franklin,7/1/1990,9027,8380,647,7.2,125732,118810,6922,5.5
Franklin,8/1/1990,9037,8413,624,6.9,125990,118802,7188,5.7
Franklin,9/1/1990,9077,8456,621,6.8,125892,118524,7368,5.9
Franklin,10/1/1990,8756,8216,540,6.2,125995,118536,7459,5.9
Franklin,11/1/1990,8758,8108,650,7.4,126070,118306,7764,6.2
Franklin,12/1/1990,8667,7819,848,9.8,126142,118241,7901,6.3
Franklin,1/1/1991,9262,8011,1251,13.5,125955,117940,8015,6.4
Franklin,2/1/1991,9300,8151,1149,12.4,126020,117755,8265,6.6
Franklin,3/1/1991,9353,8269,1084,11.6,126238,117652,8586,6.8
Franklin,4/1/1991,9453,8432,1021,10.8,126548,118109,8439,6.7
Franklin,5/1/1991,9755,8543,1212,12.4,126176,117440,8736,6.9
Franklin,6/1/1991,10041,8745,1296,12.9,126331,117639,8692,6.9
Franklin,7/1/1991,9963,8925,1038,10.4,126154,117568,8586,6.8
Franklin,8/1/1991,9691,8745,946,9.8,126150,117484,8666,6.9
Franklin,9/1/1991,9464,8572,892,9.4,126650,117928,8722,6.9
Franklin,10/1/1991,9496,8713,783,8.2,126642,117800,8842,7
Franklin,11/1/1991,9570,8765,805,8.4,126701,117770,8931,7
Franklin,12/1/1991,9627,8491,1136,11.8,126664,117466,9198,7.3
Franklin,1/1/1992,10070,8587,1483,14.7,127261,117978,9283,7.3
Franklin,2/1/1992,10273,9000,1273,12.4,127207,117753,9454,7.4
Franklin,3/1/1992,10492,9155,1337,12.7,127604,118144,9460,7.4
Franklin,4/1/1992,10507,9332,1175,11.2,127841,118426,9415,7.4
Franklin,5/1/1992,10630,9426,1204,11.3,128119,118375,9744,7.6
Franklin,6/1/1992,10949,9480,1469,13.4,128459,118419,10040,7.8
Franklin,7/1/1992,10937,9768,1169,10.7,128563,118713,9850,7.7
Franklin,8/1/1992,10671,9630,1041,9.8,128613,118826,9787,7.6
Franklin,9/1/1992,10648,9742,906,8.5,128501,118720,9781,7.6
Franklin,10/1/1992,10304,9526,778,7.6,128026,118628,9398,7.3
Franklin,11/1/1992,10290,9498,792,7.7,128441,118876,9565,7.4
Franklin,12/1/1992,10160,9273,887,8.7,128554,118997,9557,7.4
Franklin,1/1/1993,10173,9134,1039,10.2,128400,119075,9325,7.3
Franklin,2/1/1993,10090,9165,925,9.2,128458,119275,9183,7.1
Franklin,3/1/1993,10371,9385,986,9.5,128598,119542,9056,7
Franklin,4/1/1993,10296,9423,873,8.5,128584,119474,9110,7.1
Franklin,5/1/1993,10309,9444,865,8.4,129264,120115,9149,7.1
Franklin,6/1/1993,10496,9484,1012,9.6,129411,120290,9121,7
Franklin,7/1/1993,10492,9573,919,8.8,129397,120467,8930,6.9
Franklin,8/1/1993,10418,9549,869,8.3,129619,120856,8763,6.8
Franklin,9/1/1993,9890,9171,719,7.3,129268,120554,8714,6.7
Franklin,10/1/1993,9956,9193,763,7.7,129573,120823,8750,6.8
Franklin,11/1/1993,9825,8992,833,8.5,129711,121169,8542,6.6
Franklin,12/1/1993,9964,9017,947,9.5,129941,121464,8477,6.5
Franklin,1/1/1994,10472,9235,1237,11.8,130596,121966,8630,6.6
Franklin,2/1/1994,10451,9349,1102,10.5,130669,122086,8583,6.6
Franklin,3/1/1994,10766,9708,1058,9.8,130400,121930,8470,6.5
Franklin,4/1/1994,10803,9819,984,9.1,130621,122290,8331,6.4
Franklin,5/1/1994,10622,9726,896,8.4,130779,122864,7915,6.1
Franklin,6/1/1994,10453,9523,930,8.9,130561,122634,7927,6.1
Franklin,7/1/1994,10490,9438,1052,10,130652,122706,7946,6.1
Franklin,8/1/1994,10512,9435,1077,10.2,131275,123342,7933,6
Franklin,9/1/1994,10431,9518,913,8.8,131421,123687,7734,5.9
Franklin,10/1/1994,10638,9738,900,8.5,131744,124112,7632,5.8
Franklin,11/1/1994,10545,9726,819,7.8,131891,124516,7375,5.6
Franklin,12/1/1994,10477,9534,943,9,131951,124721,7230,5.5
Franklin,1/1/1995,10166,9017,1149,11.3,132038,124663,7375,5.6
Franklin,2/1/1995,10029,9061,968,9.7,132115,124928,7187,5.4
Franklin,3/1/1995,10089,9158,931,9.2,132108,124955,7153,5.4
Franklin,4/1/1995,9943,9079,864,8.7,132590,124945,7645,5.8
Franklin,5/1/1995,9817,9034,783,8,131851,124421,7430,5.6
Franklin,6/1/1995,10242,9234,1008,9.8,131949,124522,7427,5.6
Franklin,7/1/1995,12470,11494,976,7.8,132343,124816,7527,5.7
Franklin,8/1/1995,12615,11673,942,7.5,132336,124852,7484,5.7
Franklin,9/1/1995,12397,11620,777,6.3,132611,125133,7478,5.6
Franklin,10/1/1995,12221,11487,734,6,132716,125388,7328,5.5
Franklin,11/1/1995,11516,10749,767,6.7,132614,125188,7426,5.6
Franklin,12/1/1995,10229,9416,813,7.9,132511,125088,7423,5.6
Franklin,1/1/1996,9666,8589,1077,11.1,132616,125125,7491,5.6
Franklin,2/1/1996,9454,8580,874,9.2,132952,125639,7313,5.5
Franklin,3/1/1996,9581,8782,799,8.3,133180,125862,7318,5.5
Franklin,4/1/1996,10111,9209,902,8.9,133409,125994,7415,5.6
Franklin,5/1/1996,9819,8924,895,9.1,133667,126244,7423,5.6
Franklin,6/1/1996,10034,9060,974,9.7,133697,126602,7095,5.3
Franklin,7/1/1996,10175,9100,1075,10.6,134284,126947,7337,5.5
Franklin,8/1/1996,9985,8893,1092,10.9,134054,127172,6882,5.1
Franklin,9/1/1996,9951,9044,907,9.1,134515,127536,6979,5.2
Franklin,10/1/1996,9712,8912,800,8.2,134921,127890,7031,5.2
Franklin,11/1/1996,9491,8733,758,8,135007,127771,7236,5.4
Franklin,12/1/1996,9383,8470,913,9.7,135113,127860,7253,5.4
Franklin,1/1/1997,9531,8403,1128,11.8,135456,128298,7158,5.3
Franklin,2/1/1997,9498,8556,942,9.9,135400,128298,7102,5.2
Franklin,3/1/1997,9735,8677,1058,10.9,135891,128891,7000,5.2
Franklin,4/1/1997,9682,8814,868,9,136016,129143,6873,5.1
Franklin,5/1/1997,9652,8826,826,8.6,136119,129464,6655,4.9
Franklin,6/1/1997,10263,9188,1075,10.5,136211,129412,6799,5
Franklin,7/1/1997,10081,9011,1070,10.6,136477,129822,6655,4.9
Franklin,8/1/1997,9673,8714,959,9.9,136618,130010,6608,4.8
Franklin,9/1/1997,9490,8598,892,9.4,136675,130019,6656,4.9
Franklin,10/1/1997,9408,8670,738,7.8,136633,130179,6454,4.7
Franklin,11/1/1997,9386,8572,814,8.7,136961,130653,6308,4.6
Franklin,12/1/1997,9492,8472,1020,10.7,137155,130679,6476,4.7
Franklin,1/1/1998,9620,8424,1196,12.4,137095,130726,6368,4.6
Franklin,2/1/1998,9328,8397,931,10,137112,130807,6306,4.6
Franklin,3/1/1998,9531,8458,1073,11.3,137236,130814,6422,4.7
Franklin,4/1/1998,9438,8438,1000,10.6,137150,131209,5941,4.3
Franklin,5/1/1998,9537,8561,976,10.2,137372,131325,6047,4.4
Franklin,6/1/1998,9972,8943,1029,10.3,137455,131244,6212,4.5
Franklin,7/1/1998,9967,8955,1012,10.2,137588,131329,6259,4.5
Franklin,8/1/1998,9846,8752,1094,11.1,137570,131390,6179,4.5
Franklin,9/1/1998,9696,8686,1010,10.4,138286,131986,6300,4.6
Franklin,10/1/1998,9622,8753,869,9,138279,131999,6280,4.5
Franklin,11/1/1998,9599,8683,916,9.5,138381,132280,6100,4.4
Franklin,12/1/1998,9752,8853,899,9.2,138634,132602,6032,4.4
Franklin,1/1/1999,9702,8690,1012,10.4,139003,133027,5976,4.3
Franklin,2/1/1999,9371,8558,813,8.7,138967,132856,6111,4.4
Franklin,3/1/1999,9466,8709,757,8,138730,132947,5783,4.2
Franklin,4/1/1999,9419,8743,676,7.2,138959,132955,6004,4.3
Franklin,5/1/1999,9488,8865,623,6.6,139107,133311,5796,4.2
Franklin,6/1/1999,10033,9255,778,7.8,139329,133378,5951,4.3
Franklin,7/1/1999,10268,9429,839,8.2,139439,133414,6025,4.3
Franklin,8/1/1999,10067,9314,753,7.5,139430,133591,5838,4.2
Franklin,9/1/1999,9841,9121,720,7.3,139622,133707,5915,4.2
Franklin,10/1/1999,9907,9237,670,6.8,139771,133993,5778,4.1
Franklin,11/1/1999,9659,9075,584,6,140025,134309,5716,4.1
Franklin,12/1/1999,9644,8988,656,6.8,140177,134523,5653,4
Franklin,1/1/2000,7984,7346,638,8,142267,136559,5708,4
Franklin,2/1/2000,7819,7270,549,7,142456,136598,5858,4.1
Franklin,3/1/2000,7852,7307,545,6.9,142434,136701,5733,4
Franklin,4/1/2000,8225,7755,470,5.7,142751,137270,5481,3.8
Franklin,5/1/2000,8198,7656,542,6.6,142388,136630,5758,4
Franklin,6/1/2000,8347,7730,617,7.4,142591,136940,5651,4
Franklin,7/1/2000,8242,7667,575,7,142278,136531,5747,4
Franklin,8/1/2000,8165,7558,607,7.4,142514,136662,5853,4.1
Franklin,9/1/2000,8262,7711,551,6.7,142518,136893,5625,3.9
Franklin,10/1/2000,8278,7743,535,6.5,142622,137088,5534,3.9
Franklin,11/1/2000,8284,7645,639,7.7,142962,137322,5639,3.9
Franklin,12/1/2000,8354,7647,707,8.5,143248,137614,5634,3.9
Franklin,1/1/2001,8132,7249,883,10.9,143800,137778,6023,4.2
Franklin,2/1/2001,7986,7253,733,9.2,143701,137612,6089,4.2
Franklin,3/1/2001,8218,7451,767,9.3,143924,137783,6141,4.3
Franklin,4/1/2001,8193,7569,624,7.6,143569,137299,6271,4.4
Franklin,5/1/2001,8100,7535,565,7,143318,137092,6226,4.3
Franklin,6/1/2001,8368,7685,683,8.2,143357,136873,6484,4.5
Franklin,7/1/2001,8157,7538,619,7.6,143654,137071,6583,4.6
Franklin,8/1/2001,8066,7423,643,8,143284,136241,7042,4.9
Franklin,9/1/2001,8171,7498,673,8.2,143989,136846,7142,5
Franklin,10/1/2001,7991,7392,599,7.5,144086,136392,7694,5.3
Franklin,11/1/2001,7968,7304,664,8.3,144240,136238,8003,5.5
Franklin,12/1/2001,8038,7175,863,10.7,144305,136047,8258,5.7
Franklin,1/1/2002,8037,6968,1069,13.3,143883,135701,8182,5.7
Franklin,2/1/2002,7841,6983,858,10.9,144653,136438,8215,5.7
Franklin,3/1/2002,7958,7027,931,11.7,144481,136177,8304,5.7
Franklin,4/1/2002,7887,7104,783,9.9,144725,136126,8599,5.9
Franklin,5/1/2002,7902,7175,727,9.2,144938,136539,8399,5.8
Franklin,6/1/2002,7974,7152,822,10.3,144808,136415,8393,5.8
Franklin,7/1/2002,7997,7224,773,9.7,144803,136413,8390,5.8
Franklin,8/1/2002,8028,7276,752,9.4,145009,136705,8304,5.7
Franklin,9/1/2002,8056,7345,711,8.8,145552,137302,8251,5.7
Franklin,10/1/2002,8074,7421,653,8.1,145314,137008,8307,5.7
Franklin,11/1/2002,8049,7335,714,8.9,145041,136521,8520,5.9
Franklin,12/1/2002,8094,7279,815,10.1,145066,136426,8640,6
Franklin,1/1/2003,8214,7232,982,12,145937,137417,8520,5.8
Franklin,2/1/2003,7908,7035,873,11,146100,137482,8618,5.9
Franklin,3/1/2003,8045,7148,897,11.1,146022,137434,8588,5.9
Franklin,4/1/2003,7974,7191,783,9.8,146474,137633,8842,6
Franklin,5/1/2003,7872,7117,755,9.6,146500,137544,8957,6.1
Franklin,6/1/2003,8172,7316,856,10.5,147056,137790,9266,6.3
Franklin,7/1/2003,8022,7218,804,10,146485,137474,9011,6.2
Franklin,8/1/2003,8147,7396,751,9.2,146445,137549,8896,6.1
Franklin,9/1/2003,8119,7456,663,8.2,146530,137609,8921,6.1
Franklin,10/1/2003,8204,7591,613,7.5,146716,137984,8732,6
Franklin,11/1/2003,8063,7412,651,8.1,147000,138424,8576,5.8
Franklin,12/1/2003,7848,7144,704,9,146729,138411,8317,5.7
Franklin,1/1/2004,7807,6872,935,12,146842,138472,8370,5.7
Franklin,2/1/2004,7637,6862,775,10.1,146709,138542,8167,5.6
Franklin,3/1/2004,7616,6831,785,10.3,146944,138453,8491,5.8
Franklin,4/1/2004,7701,7024,677,8.8,146850,138680,8170,5.6
Franklin,5/1/2004,7656,7026,630,8.2,147065,138852,8212,5.6
Franklin,6/1/2004,7836,7115,721,9.2,147460,139174,8286,5.6
Franklin,7/1/2004,7912,7241,671,8.5,147692,139556,8136,5.5
Franklin,8/1/2004,7835,7221,614,7.8,147564,139573,7990,5.4
Franklin,9/1/2004,7835,7227,608,7.8,147415,139487,7927,5.4
Franklin,10/1/2004,7898,7307,591,7.5,147793,139732,8061,5.5
Franklin,11/1/2004,7695,7126,569,7.4,148162,140231,7932,5.4
Franklin,12/1/2004,7529,6908,621,8.2,148059,140125,7934,5.4
Franklin,1/1/2005,7654,6859,795,10.4,148029,140245,7784,5.3
Franklin,2/1/2005,7435,6756,679,9.1,148364,140385,7980,5.4
Franklin,3/1/2005,7447,6790,657,8.8,148391,140654,7737,5.2
Franklin,4/1/2005,7727,7118,609,7.9,148926,141254,7672,5.2
Franklin,5/1/2005,7638,7061,577,7.6,149261,141609,7651,5.1
Franklin,6/1/2005,7894,7214,680,8.6,149238,141714,7524,5
Franklin,7/1/2005,7847,7212,635,8.1,149432,142026,7406,5
Franklin,8/1/2005,7639,7048,591,7.7,149779,142434,7345,4.9
Franklin,9/1/2005,8460,7528,932,11,149954,142401,7553,5
Franklin,10/1/2005,8487,7667,820,9.7,150001,142548,7453,5
Franklin,11/1/2005,8241,7380,861,10.4,150065,142499,7566,5
Franklin,12/1/2005,7952,7322,630,7.9,150030,142752,7279,4.9
Franklin,1/1/2006,7750,7180,570,7.4,150214,143150,7064,4.7
Franklin,2/1/2006,7688,7203,485,6.3,150641,143457,7184,4.8
Franklin,3/1/2006,7850,7408,442,5.6,150813,143741,7072,4.7
Franklin,4/1/2006,7910,7477,433,5.5,150881,143761,7120,4.7
Franklin,5/1/2006,7858,7402,456,5.8,151069,144089,6980,4.6
Franklin,6/1/2006,7998,7462,536,6.7,151354,144353,7001,4.6
Franklin,7/1/2006,7906,7413,493,6.2,151377,144202,7175,4.7
Franklin,8/1/2006,7852,7359,493,6.3,151716,144625,7091,4.7
Franklin,9/1/2006,8017,7564,453,5.7,151662,144815,6847,4.5
Franklin,10/1/2006,8022,7601,421,5.2,152041,145314,6727,4.4
Franklin,11/1/2006,7923,7503,420,5.3,152406,145534,6872,4.5
Franklin,12/1/2006,7752,7293,459,5.9,152732,145970,6762,4.4
Franklin,1/1/2007,7911,7312,599,7.6,153144,146028,7116,4.6
Franklin,2/1/2007,7954,7413,541,6.8,152983,146057,6927,4.5
Franklin,3/1/2007,7892,7404,488,6.2,153051,146320,6731,4.4
Franklin,4/1/2007,7821,7345,476,6.1,152435,145586,6850,4.5
Franklin,5/1/2007,7675,7198,477,6.2,152670,145903,6766,4.4
Franklin,6/1/2007,7749,7192,557,7.2,153041,146063,6979,4.6
Franklin,7/1/2007,7656,7107,549,7.2,153054,145905,7149,4.7
Franklin,8/1/2007,7726,7227,499,6.5,152749,145682,7067,4.6
Franklin,9/1/2007,7940,7474,466,5.9,153414,146244,7170,4.7
Franklin,10/1/2007,7771,7372,399,5.1,153183,145946,7237,4.7
Franklin,11/1/2007,7841,7419,422,5.4,153835,146595,7240,4.7
Franklin,12/1/2007,7760,7212,548,7.1,153918,146273,7645,5
Franklin,1/1/2008,7825,7217,608,7.8,154063,146378,7685,5
Franklin,2/1/2008,7740,7226,514,6.6,153653,146156,7497,4.9
Franklin,3/1/2008,7964,7452,512,6.4,153908,146086,7822,5.1
Franklin,4/1/2008,7909,7455,454,5.7,153769,146132,7637,5
Franklin,5/1/2008,7793,7323,470,6,154303,145908,8395,5.4
Franklin,6/1/2008,7866,7291,575,7.3,154313,145737,8575,5.6
Franklin,7/1/2008,7893,7255,638,8.1,154469,145532,8937,5.8
Franklin,8/1/2008,7741,7135,606,7.8,154641,145203,9438,6.1
Franklin,9/1/2008,7649,7099,550,7.2,154570,145076,9494,6.1
Franklin,10/1/2008,7857,7312,545,6.9,154876,144802,10074,6.5
Franklin,11/1/2008,7990,7377,613,7.7,154639,144100,10538,6.8
Franklin,12/1/2008,7646,6959,687,9,154655,143369,11286,7.3
Franklin,1/1/2009,7757,6885,872,11.2,154210,142152,12058,7.8
Franklin,2/1/2009,7796,6976,820,10.5,154538,141640,12898,8.3
Franklin,3/1/2009,7788,6959,829,10.6,154133,140707,13426,8.7
Franklin,4/1/2009,8061,7251,810,10,154509,140656,13853,9
Franklin,5/1/2009,8037,7223,814,10.1,154747,140248,14499,9.4
Franklin,6/1/2009,8126,7198,928,11.4,154716,140009,14707,9.5
Franklin,7/1/2009,8036,7113,923,11.5,154502,139901,14601,9.5
Franklin,8/1/2009,7805,6963,842,10.8,154307,139492,14814,9.6
Franklin,9/1/2009,7672,6868,804,10.5,153827,138818,15009,9.8
Franklin,10/1/2009,7657,6895,762,10,153784,138432,15352,10
Franklin,11/1/2009,7700,6967,733,9.5,153878,138659,15219,9.9
Franklin,12/1/2009,7698,6893,805,10.5,153111,138013,15098,9.9
Franklin,1/1/2010,7979,7093,886,11.1,153484,138438,15046,9.8
Franklin,2/1/2010,8174,7345,829,10.1,153694,138581,15113,9.8
Franklin,3/1/2010,8258,7447,811,9.8,153954,138751,15202,9.9
Franklin,4/1/2010,8386,7605,781,9.3,154622,139297,15325,9.9
Franklin,5/1/2010,8465,7621,844,10,154091,139241,14849,9.6
Franklin,6/1/2010,8609,7681,928,10.8,153616,139141,14474,9.4
Franklin,7/1/2010,8585,7654,931,10.8,153691,139179,14512,9.4
Franklin,8/1/2010,8517,7607,910,10.7,154086,139438,14648,9.5
Franklin,9/1/2010,8404,7546,858,10.2,153975,139396,14579,9.5
Franklin,10/1/2010,8234,7417,817,9.9,153635,139119,14516,9.4
Franklin,11/1/2010,8205,7353,852,10.4,154125,139044,15081,9.8
Franklin,12/1/2010,8126,7210,916,11.3,153650,139301,14348,9.3
Franklin,1/1/2011,8039,7019,1020,12.7,153263,139250,14013,9.1
Franklin,2/1/2011,7949,6984,965,12.1,153214,139394,13820,9
Franklin,3/1/2011,7951,7033,918,11.5,153376,139639,13737,9
Franklin,4/1/2011,7999,7164,835,10.4,153543,139586,13957,9.1
Franklin,5/1/2011,8049,7206,843,10.5,153479,139624,13855,9
Franklin,6/1/2011,8225,7259,966,11.7,153346,139384,13962,9.1
Franklin,7/1/2011,8147,7228,919,11.3,153288,139524,13763,9
Franklin,8/1/2011,7950,7080,870,10.9,153760,139942,13818,9
Franklin,9/1/2011,7882,7059,823,10.4,154131,140183,13948,9
Franklin,10/1/2011,7880,7097,783,9.9,153961,140368,13594,8.8
Franklin,11/1/2011,7886,7123,763,9.7,154128,140826,13302,8.6
Franklin,12/1/2011,7828,7011,817,10.4,153995,140902,13093,8.5
Franklin,1/1/2012,7588,6711,877,11.6,154381,141584,12797,8.3
Franklin,2/1/2012,7626,6796,830,10.9,154671,141858,12813,8.3
Franklin,3/1/2012,7638,6867,771,10.1,154749,142036,12713,8.2
Franklin,4/1/2012,7610,6899,711,9.3,154545,141899,12646,8.2
Franklin,5/1/2012,7807,7044,763,9.8,154866,142206,12660,8.2
Franklin,6/1/2012,7982,7140,842,10.5,155083,142391,12692,8.2
Franklin,7/1/2012,8081,7205,876,10.8,154948,142292,12656,8.2
Franklin,8/1/2012,7719,6924,795,10.3,154763,142291,12471,8.1
Franklin,9/1/2012,7722,7020,702,9.1,155160,143044,12115,7.8
